name_en,name_ar,lat,lon,parent_name_local
El-Ma'arri,المعري,25.882,32.777,مركز قوص
El-Ma'sara,المعصرة,31.217,31.294,مركز بلقاس
El-Ma'sara,المعصرة,27.207,31.221,مركز الفتح
El-Ma'sara,المعصرة,25.782,29.019,مركز الوحات الداخلة
El-Ma'sara El-Balad,المعصرة البلد,29.909,31.292,قسم حلوان
El-Ma'sara El-Mahatta,المعصرة المحطة,29.908,31.302,قسم حلوان
El-Ma'sara Bahari,المعصرة بحري,27.708,30.852,مركز ملوى
El-Ma'sara wa Kofourha,المعصرةوكفورها,30.658,31.296,مركز ميت غمر
El-Ma'alla,المعلة,25.471,32.525,مركز إسنا
El-Ma'moura,المعمورة,31.293,30.047,قسم المنتزة
El-Ma'in,المعين,29.038,33.307,قسم أبو رديس
El-Maghara,المغارة,30.423,33.374,قسم الحسنة
El-Maghawri,المغاوري,31.202,29.883,قسم الجمرك
El-Magharbelin,المغربلين,30.041,31.259,قسم الدرب الأحمر
El-Maghra,المغرة,30.31,28.828,قسم الحمام
El-Maghfar,المغفر,30.28,34.22,قسم القسيمة
El-Mafareq,المفارق,30.193,33.403,قسم الحسنة
El-Mofregiya,المفرجية,25.838,32.77,مركز قوص
El-Mafrouza Sharq,المفروزةشرق,31.17,29.885,قسم مينا البصل
El-Mafrouza Gharb,المفروزةغرب,31.165,29.885,قسم مينا البصل
El-Moqatla,المقاتلة,29.399,30.982,مركز طامية
El-Maqarin,المقارين,25.972,32.791,مركز قوص
El-Maqate',المقاطع,30.475,31.074,مركز الباجور
El-Maqata'a,المقاطعة,30.895,31.566,مركز السنبلاوين
El-Maqata'a,المقاطعة,31.006,34.06,قسم الشيخ زويد
El-Maqatfiya,المقاطفية,29.558,31.27,مركز العياط
El-Maqtala,المقتلة,31.564,25.867,قسم سيدى برانى
El-Maqrani,المقراني,29.268,30.64,مركز يوسف الصديق
El-Maqrabiya,المقربية,25.93,32.791,مركز قوص
El-Maqadba,المقضبه,30.561,34.056,قسم القسيمة
El-Maks,المكس,31.137,29.839,قسم الدخيلة
El-Maks El-Qibli,المكس القبلي,22.956,30.555,مركز باريس
El-Malla,الملا,31.127,26.043,قسم سيدى برانى
El-Mallahiya,الملاحية,29.021,31.043,مركز ببا
El-Mallahiya El-Bahariya,الملاحية البحرية,28.999,31.035,مركز ببا
El-Malga',الملجأ,30.795,30.994,قسم ثان طنطا
El-Molhaqat,الملحقات,31.137,30.953,قسم كفر الشيخ
El-Malqa wa Wadi El-Arba'in,الملقاةووادي الأربعين,28.752,33.846,قسم سانت كاترين
El-Malqa,الملقة,31.315,30.5,مركز رشيد
El-Malqa,الملقة,31.089,30.18,مركز كفر الدوار
El-Malakiyin El-Bahariya,الملكيين البحرية,30.843,31.917,مركز الحسينية
El-Malakiyin El-Qibliya,الملكيين القبلية,30.795,31.948,مركز الحسينية
El-Monagat El-Soghra,المناجاة الصغري,30.821,32.017,مركز الحسينية
El-Monagat El-Kobra,المناجاة الكبري,30.889,32.072,مركز الحسينية
El-Managem,المناجم,28.603,29.069,قسم الواحاتالبحرية
El-Manakh,المناخ,31.266,32.286,قسم المناخ
El-Manashla,المناشلة,31.051,30.636,مركز شبراخيت
El-Manashi,المناشي,30.162,31.121,مركز إمبابة
El-Manashi,المناشي,27.486,30.752,مركز ديروط
El-Manasafour,المناصافور,30.802,31.397,مركز ديرب نجم
Al-Manasra,المناصرة,30.048,31.253,قسم الموسكي
Al-Manasra,المناصرة,30.396,31.348,مركز مشتول السوق
Al-Manasra,المناصرة و تشمل مطار الجميل - طريق دمياط بورسعيد *,31.237,32.173,قسم المناصرة
Al-Manawat,المناوات,29.923,31.241,مركز الجيزة
Al-Manayef,المنايف,30.502,32.144,مركز الاسماعيلية
Al-Manayel,المنايل,30.232,31.317,مركز الخانكة
Al-Manbatah,المنبطح,30.307,34.369,قسم القسيمة
Al-Montazah,المنتزة,30.094,31.32,قسم مصرالجديدة
Al-Montazah,المنتزه,30.577,31.507,قسم اول الزقازيق
Al-Mangam,المنجم,30.389,33.267,قسم الحسنة
Al-Mandara,المندرة,30.848,31.265,مركز أجا
Al-Mandara,المندرة,29.336,30.801,مركز الفيوم
Al-Mandara Bahari,المندرةبحري,31.283,30.016,قسم المنتزة
Al-Mandara Bahari,المندرةبحري,27.528,30.836,مركز ديروط
Al-Mandara Qibli,المندرةقبلي,27.267,30.98,مركز منفلوط
Al-Mandara Qibli,المندره قبلى_تشمل عزبة الجبل,31.267,30.015,قسم المنتزة
Al-Mandoura,المندورة,31.237,30.683,مركز دسوق
Al-Manzala,المنزلة,30.347,31.256,مركز طوخ
Al-Mansi,المنسي,30.06,31.262,قسم باب الشعرية
Al-Mansi Sarhan,المنسي سرحان,30.98,31.167,قسم أول المحلة الكبرى
Al-Manshaat Al-Sughra,المنشأة الصغري,30.574,31.262,مركز كفر شكر
Al-Manshaat Al-Gedida,المنشأة الجديدة,30.859,31.66,مركز كفر صقر
Al-Manshaat Al-Gedida,المنشأة الجديدة,30.756,31.148,مركز السنطة
Al-Manshaat Al-Gedida,المنشأة الجديدة,30.459,31.043,مركز الباجور
Al-Manshaat Al-Sughra,المنشأة الصغري,31.091,30.854,مركز قلين
Al-Manshaat Al-Sughra,المنشأة الصغري,27.397,30.806,مركز القوصية
Al-Manshaat Al-Kubra,المنشأة الكبري,30.587,31.276,مركز كفر شكر
Al-Manshaat Al-Kubra,المنشأة الكبري,31.054,30.887,مركز قلين
Al-Manshaat Al-Kubra,المنشأة الكبري,30.724,31.156,مركز السنطة
Al-Manshaat Al-Kubra,المنشأة الكبري,27.363,30.801,مركز القوصية
Al-Manshalin,المنشلين,31.046,30.803,مركز قلين
Al-Manshiya,المنشية,30.472,31.525,مركز بلبيس
Al-Manshiya,المنشية,31.253,30.634,مركز فوه
Al-Manshiya Al-Ibrahimia,المنشية الابراهيمية,30.959,30.482,مركز دمنهور
Al-Manshiya Al-Bahariya,المنشية البحرية,31.237,30.017,قسم المنتزة
Al-Manshiya Al-Gedida,المنشية الجديدة,30.921,30.439,مركز الدلنجات
Al-Manshiya Al-Gedida,المنشية الجديدة,24.666,32.953,مركز كوم امبو
Al-Manshiya Al-Kubra,المنشية الكبري,31.198,29.894,قسم المنشية
Al-Manshiya,المنشيه,30.591,31.494,قسم ثان الزقازيق
Al-Manshiya,المنشيه,30.452,31.2,قسم بنها
Al-Mansoura,المنصورة,29.231,31.043,مركز ناصر
Al-Mansouriya,المنصورية,30.05,31.272,قسم الجمالية
Al-Mansouriya,المنصورية,30.126,31.07,مركز إمبابة
Al-Mansouriya,المنصورية,24.449,32.918,مركز دراو
Al-Mintaqa Al-Sadisa,المنطقة السادسة,30.063,31.349,قسم أول مدينة نصر
Al-Mintaqa Al-Sina'iya,المنطقة الصناعية,27.282,33.732,قسم أول الغردقة
Al-Mintaqa Al-Oula,المنطقة الأولي,30.061,31.333,قسم أول مدينة نصر
Al-Mintaqa Al-Tasi'a,المنطقة التاسعة,30.053,31.365,قسم أول مدينة نصر
Al-Mintaqa Al-Tamina,المنطقة الثامنة,30.051,31.349,قسم أول مدينة نصر
Al-Mintaqa Al-Sabi'a,المنطقة السابعة,30.041,31.336,قسم أول مدينة نصر
Al-Mintaqa Al-Ashira,المنطقة العاشرة,30.054,31.376,قسم أول مدينة نصر
Al-Mintaqa Al-Sina'iya,المنطقه الصناعيه,29.982,31.476,قسم ثالث القاهرة الجديدة
Al-Minya,المنيا,29.735,31.316,مركز الصف
Al-Minya,المنيا,29.224,30.764,مركز أطسا
Al-Mounib,المنيب,29.984,31.199,قسم الجيزة
Al-Minya,المنية,30.179,31.334,مركز الخانكة
Al-Mounir,المنير,30.314,31.382,مركز مشتول السوق
Al-Mounira,المنيرة,30.24,31.124,مركز القناطر الخيرية
Al-Mounira,المنيرة,30.082,31.206,قسم امبابه
Al-Mounira,المنيرة,25.83,30.507,مركز الواحات الخارجة
Al-Manyal,المنيل,31.115,31.398,مركز طلخا
Al-Manyal Al-Sharqi,المنيل الشرقي,30.024,31.229,مصرالقديمة
Al-Manyal Al-Gharbi,المنيل الغربي,30.027,31.225,مصرالقديمة
Al-Mohajireen,المهاجرين,31.223,30.019,قسم المنتزة
Al-Mahdi,المهدي,30.783,30.142,مركز ابوالمطامير
Al-Mahdiya,المهدية,30.897,29.967,مركز ابوالمطامير
Al-Mahdiya,المهدية,31.068,34.282,قسم رفح
Al-Mawajed,المواجد,31.14,31.851,مركز المنزلة
Al-Mawatin,المواطين,26.878,31.402,مركز طما
Al-Mawanisa,الموانسة,30.819,31.633,مركز كفر صقر
Al-Mawadda,المودة,28.541,30.81,مركز بنى مزار
Al-Mawshiya,الموشية,25.859,28.906,مركز الوحات الداخلة
Al-Mawlid Al-Nabawi,المولد النبوى,29.075,31.108,قسم بنى سويف
Al-Mawhoub,الموهوب,26.04,28.49,مركز الوحات الداخلة
Al-Midan,الميدان,31.051,33.538,قسم رابع العريش
Al-Misat,الميساة,30.815,31.465,مركز ديرب نجم
Al-Maimoun,الميمون,29.238,31.175,مركز الواسطى
Al-Maimouna,الميمونة,30.609,31.387,مركز منيا القمح
Al-Minaa,الميناء,27.324,33.694,قسم أول الغردقة
Al-Maihi,الميهي,30.927,31.612,مركز تمى الأمديد
Al-Nadi Al-Ahli,النادي الأهلي,30.074,31.365,قسم أول مدينة نصر
Al-Nasser,الناصر,30.809,30.1,مركز ابوالمطامير
Al-Nassera,الناصرة,31.06,31.558,مركز محلة دمنة
Al-Nasseriya,الناصرية,31.262,31.754,مركز فارسكور
Al-Nasseriya,الناصرية,30.894,31.879,مركز الحسينية
Al-Nasseriya,الناصرية,31.172,31.082,مركز بيلا
Al-Nasseriya,الناصرية,30.947,31.226,مركز سمنود
Al-Nasseriya,الناصرية,29.516,31.222,مركز العياط
Al-Nasseriya,الناصرية,29.346,31.017,مركز الفيوم
Al-Nasseriya,الناصريه,31.273,30.047,قسم المنتزة
Al-Nasseriya,الناصريه,30.317,31.212,قسم قها
Al-Nasseriya,الناصريه,28.554,30.852,مركز بنى مزار
Al-Nawiya,الناوية,31.005,31.267,مركز سمنود
Al-Nabi Saleh,النبى صالح,28.787,33.977,قسم سانت كاترين
Al-Nabira,النبيرة,30.902,30.567,مركز إيتاى البارود
Al-Natila,النتيلة,29.956,33.412,قسم نخل
Al-Nagah,النجاح,30.671,30.565,مركز بدر
Al-Nagah,النجاح,28.494,30.69,مركز بنى مزار
Al-Nagah,النجاح,31.015,32.955,قسم بئر العبد
Al-Naggareen,النجارين,31.35,31.761,مركز فارسكور
Al-Nagaa Al-Gedid,النجع الجديد,31.19,29.892,قسم اللبان
Al-Nagaa Al-Qadim,النجع القديم,31.187,29.891,قسم اللبان
Al-Negma wal Hamran,النجمة والحمران,26.16,32.133,مركز أبو طشت
Al-Nogou',النجوع,25.36,32.519,مركز إسنا
Al-Nogou',النجوع,26.023,32.189,مركز فرشوط
Al-Nogou' Qibli,النجوعقبلي,25.349,32.543,مركز إسنا
Al-Nageigi,النجيجي,30.875,31.85,مركز الحسينية
Al-Nageila,النجيلة,30.729,30.763,مركز كوم حمادة
Al-Nageili wa Awlad Al-Sheikh,النجيليوأولاد الشيخ,30.886,30.216,مركز ابوالمطامير
Al-Nahariya,النحارية,30.871,30.843,مركز كفر الزيات
Al-Nahhasin,النحاسين,30.864,31.817,مركز فاقوس
Al-Nahhal,النح ال,30.588,31.515,قسم اول الزقازيق
Al-Nahhal,النح ال,27.951,30.759,مركز ابو قرقاص
Al-Nakhkhas,النخاس,30.634,31.428,مركز الزقازيق
Al-Nakhla Al-Bahariya,النخلة البحرية,31.19,30.334,مركز ابوحمص
Al-Nakhila,النخيلة,27.014,31.33,مركز أبوتيج
Al-Narges Al-Mustathmireen Al-Ganoubiya,النرجس المستثمرين الجنوبيه,30.015,31.475,قسم أول القاهرة الجديدة
Al-Nazl,النزل,31.158,31.673,مركز منية النصر
Al-Nazla,النزلة وتشمل الربع,29.297,30.646,مركز يوسف الصديق
Al-Nazla Al-Mustagedda,النزلة المستجدة,27.071,31.384,مركز ساحل سليم
Al-Nozha Al-Bahariya,النزه البحريه,26.711,31.447,مركز جهينة الغربية
Al-Nozha,النزهة,30.104,31.339,قسم النزهة
Al-Nozha,النزهة,31.102,31.473,مركز المنصورة
Al-Nasayma,النسايمة,31.217,31.987,مركز المنزلة
Al-Nassimiya,النسيمية,31.015,31.562,مركز المنصورة
Al-Nashra,النشرة,31.259,31.368,مركز بلقاس
Al-Nashw Al-Bahari,النش والبحري,31.151,30.169,مركز كفر الدوار
Al-Nassariya,النصارية,29.338,30.687,مركز أبشواى
Al-Nasb,النصب,29.094,33.295,قسم أبو رديس
Al-Nasr,النصر,30.061,31.266,قسم باب الشعرية
Al-Nasr,النصر,30.51,31.801,مركز أبو حماد
Al-Nasr,النصر,30.601,32.14,مركز القنطرة
Al-Nasr,النصر,31.285,26.911,قسم مرسى مطروح
Al-Nasr,النصر,31.02,32.884,قسم بئر العبد
Al-Nasr,النصر - الكيلو 85 طريق سفاجا-قنا,26.574,33.291,قسم سفاجا
Al-Nasseriya,النصرية,27.615,30.804,مركز دير مواس
Al-Nuseirat,النصيرات,26.279,32.032,مركز دار السلام
Al-Nidal,النض ال,25.025,32.919,مركز أدفو
Al-Nattaf,النطاف,31.113,30.913,مركز كفر الشيخ
Al-Nizam,النظام,30.577,31.512,قسم اول الزقازيق
Al-Na'amna,النعامنة,30.466,31.394,مركز منيا القمح
Al-Na'na'iya,النعناعية,30.27,31.071,مركز أشمون
Al-Nighamish,النغاميش,26.23,32.052,مركز دار السلام
Al-Naqrash,النقراش,30.899,30.615,مركز إيتاى البارود
Al-Naqidi,النقيدي,30.789,30.696,مركز كوم حمادة
Al-Nakkariya,النكارية,30.602,31.46,مركز الزقازيق
Al-Namayisa,النمايسة,27.161,31.254,مركز أسيوط
Al-Namrout,النمروط,30.69,31.787,مركز فاقوس
Al-Nimriya,النمرية,30.846,30.219,مركز ابوالمطامير
Al-Namsa,النمسا,25.266,32.555,مركز إسنا
Al-Nihayat wal Farashat,النهايات والفراشات,29.874,33.448,قسم رأس سدر
Al-Nihaya,النهاية,27.483,30.766,مركز ديروط
Al-Nahda,النهضة,30.171,31.438,قسم السلام
Al-Nahda,النهضة,30.841,29.481,قسم برج العرب
Al-Nahda,النهضة,26.757,28.118,مركز الفرافرة
Al-Nahda Al-Gedida,النهضة الجديدة,31.042,31.704,مركز دكرنس
Al-Nawasriya,النواصرية,31.336,31.652,مركز كفر سعد
Al-Nawaf'a,النوافعة,30.828,31.775,مركز فاقوس
Al-Nawamis,النواميس,29.26,31.066,مركز الواسطى
Al-Nawamis,النواميس,27.025,31.397,مركز البدارى
Al-Nawawra,النواورة,26.861,31.51,مركز البدارى
Al-Nawayga,النوايجة,31.25,30.748,مركز دسوق
Al-Noubi,النوبى,30.054,31.254,قسم الموسكي
Al-Nour,النور,30.788,30.266,مركز ابوالمطامير
Al-Nuweirat,النويرات,26.423,31.816,مركز العسيرات
Al-Nuweira,النويرة,29.103,30.986,مركز أهناسيا
Al-Hayasktab,الهايسكتب,30.134,31.385,قسم النزهة
Al-Hagarisa,الهجارسة,30.796,31.589,مركز كفر صقر
Al-Hagarisa,الهجارسة,26.476,31.688,مركز سوهاج
Al-Hadaya,الهدايا,27.196,31.078,مركز أسيوط
Al-Haram,الهرم,29.408,31.177,مركز الواسطى
Al-Hadaba,الهضبة,27.287,33.666,قسم أول الغردقة
Al-Hilal,الهل ال,27.399,33.645,قسم ثان الغردقة
Al-Hamas,الهماص,26.45,31.782,مركز المنشأة
Al-Hamamiya,الهمامية,26.933,31.469,مركز البدارى
Al-Hamamil,الهماميل,31.196,29.89,قسم المنشية
Al-Hemma,الهمة,31.211,31.138,مركز بيلا
Al-Hemma,الهمة,28.432,30.595,مركز مطاى
Al-Hanadi,الهنادي,25.433,32.552,مركز إسنا
Al-Hanayda,الهنايدة,31.129,32.01,مركز المنزلة
Al-Hindaw,الهنداو,25.807,28.997,مركز الوحات الداخلة
Al-Handasa,الهندسة,31.272,30.838,مركز سيدى سالم
Al-Hawaber,الهوابر,30.75,31.436,مركز ديرب نجم
Al-Hawariya,الهوارية,30.984,29.68,قسم العامرية
Al-Hayatem,الهياتم,30.917,31.093,مركز المحله الكبرى
Al-Hisha,الهيشة,31.25,31.853,مركز الجمالية
Al-Hisha,الهيشة,26.865,31.44,مركز طما
Al-Hisha,الهيشة,26.095,32.248,مركز نجع حمادى
Al-Haysamiya,الهيصمية,30.644,31.762,مركز فاقوس
Al-Wadi Al-Akhdar,الوادى الأخضر,30.554,31.898,مركز التل الكبير
