shi_en,shi_ar,shi_lat,shi_lon,dis_en,dis_ar,slug,dis_lat,dis_lon,gov_en,gov_ar
Al-Sahel Qibli,الساحلقبلي,26.256,31.982,Al-Balyana,مركز البلينا,al-balyana-eg2605,26.241,31.944,Suhag,سوهاج
Al-Sadat,السادات,29.722,32.385,Ataqa,قسم عتاقة,ataqa-eg0403,29.539,32.128,Suez,السويس
Al-Sadat,السادات,31.032,33.054,Bir Al-Abd,قسم بئر العبد,bir-al-abd-eg3405,30.69,33.102,North Sinai,شمال سيناء
Al-Salmiya,الس المية,31.356,31.764,Fariskur,مركز فارسكور,fariskur-eg1103,31.31,31.733,Damietta,دمياط
Al-Salmiya,الس المية,31.191,30.604,Fuwwa,مركز فوه,fuwwa-eg1508,31.232,30.564,Kafr El-Shikh,كفر الشيخ
Al-Saba'in,السباعين,30.037,31.243,Sayyida Zainab,قسم السيدة زينب,sayyida-zainab-eg0107,30.03,31.242,Cairo,القاهرة
Al-Sabtiya,السبتية,30.07,31.231,Bulaq,قسم بولاق,bulaq-eg0112,30.062,31.234,Cairo,القاهرة
Al-Sabkha,السبخا,30.967,31.375,Aga,مركز أجا,aga-eg1204,30.895,31.313,Dakahlia,الدقهلية
Al-Sabkhawiya,السبخاوية,31.306,31.472,Bilqas,مركز بلقاس,bilqas-eg1208,31.344,31.379,Dakahlia,الدقهلية
Al-Sab' Abar Al-Sharqiya,السبعآبار الشرقية,30.557,32.231,Ismailiyya,مركز الاسماعيلية,ismailiyya-eg1904,30.426,32.183,Ismailia,الإسماعيلية
Al-Sab' Abar Al-Gharbiya,السبعآبار الغربية,30.564,32.149,Ismailiyya,مركز الاسماعيلية,ismailiyya-eg1904,30.426,32.183,Ismailia,الإسماعيلية
Al-Subu',السبوع,23.876,33.025,Aswan,مركز أسوان,aswan-eg2802,23.972,32.831,Aswan,أسوان
Al-Subu' - Tahjir,السبوع - تهجير,24.568,33.008,Nasr,مركز نصر,nasr-eg2805,24.373,32.932,Aswan,أسوان
Al-Subuwiyat,السبويات,30.898,25.058,Salloum,قسم السلوم,salloum-eg3303,30.646,25.255,Matrouh,مطروح
Al-Sabil,السبيل,30.169,31.099,Imbaba,مركز إمبابة,imbaba-eg2113,30.22,30.963,Giza,الجيزة
Al-Sabil,السبيل,24.535,32.921,Kum Umbu,مركز كوم امبو,kum-umbu-eg2804,24.48,32.947,Aswan,أسوان
Al-Sabil,السبيل,31.271,25.514,Salloum,قسم السلوم,salloum-eg3303,30.646,25.255,Matrouh,مطروح
Al-Sabil,السبيل,31.075,33.546,El Arish 4,قسم رابع العريش,el-arish-4-eg3404,30.851,33.596,North Sinai,شمال سيناء
Al-Stamouni,الستاموني,31.372,31.376,Bilqas,مركز بلقاس,bilqas-eg1208,31.344,31.379,Dakahlia,الدقهلية
Al-Stayta,الستايتة,31.135,31.87,Manzala,مركز المنزلة,manzala-eg1207,31.153,31.958,Dakahlia,الدقهلية
Al-Stamana,الستمانة,30.818,30.263,Hush Isa,مركز حوش عيسى,hush-isa-eg1808,30.891,30.346,Behera,البحيرة
Al-Sag'iya,السجاعية,30.975,31.068,El Mahalla El Kobra,مركز المحله الكبرى,el-mahalla-el-kobra-eg1607,31.017,31.13,Gharbia,الغربية
Al-Sahhala,السح الة,28.004,30.829,Markz Abu Qurqas,مركز ابو قرقاص,markz-abu-qurqas-eg2404,27.939,30.77,Menia,المنيا
Al-Sokhna,السخنة,30.5,30.78,Badr,مركز بدر,badr-eg1818,30.547,30.679,Behera,البحيرة
Al-Sadd,السد,30.266,31.246,Qalyub,مركز قليوب,qalyub-eg1410,30.207,31.214,Kalyoubia,القليوبية
Al-Sudus,السدس,30.744,31.528,El-Ibrahimiya,مركز الأبراهيمية,el-ibrahimiya-eg1317,30.732,31.564,Sharkia,الشرقية
Al-Sarariya,السرارية,28.351,30.777,Markz Samalut,مركز سمالوط,markz-samalut-eg2408,28.285,30.629,Menia,المنيا
Al-Sarraqna,السراقنا,27.406,30.788,Al-Qusia,مركز القوصية,al-qusia-eg2509,27.403,30.826,Assiut,أسيوط
Al-Sarai,السراي,31.266,32.294,Al-Munakh,قسم المناخ,al-munakh-eg0303,31.265,32.287,Port Said,بورسعيد
Al-Sarayat,السرايات,30.066,31.283,Al Wayli,قسم الوايلي,al-wayli-eg0122,30.072,31.283,Cairo,القاهرة
Al-Sarayat Al-Sharqiya,السرايات الشرقية,30.061,31.293,Madinat Nasr-2,قسم ثانمدينةنصر,madinat-nasr-2-eg0127,30.048,31.309,Cairo,القاهرة
Al-Sarsi,السرسى,30.882,31.586,Sinbillawin,مركز السنبلاوين,sinbillawin-eg1205,30.883,31.513,Dakahlia,الدقهلية
Al-Sarugiya,السروجية,30.038,31.256,Al Darb al-Ahmar,قسم الدرب الأحمر,al-darb-al-ahmar-eg0114,30.041,31.26,Cairo,القاهرة
Al-Sa'adat,السعادات,30.461,31.621,Bilbis,مركز بلبيس,bilbis-eg1308,30.408,31.531,Sharkia,الشرقية
Al-Sa'ada,السعادة,30.553,31.598,Zaqaziq,مركز الزقازيق,zaqaziq-eg1303,30.587,31.581,Sharkia,الشرقية
Al-Sa'ada,السعادة,26.83,31.436,Tama,مركز طما,tama-eg2613,26.874,31.422,Suhag,سوهاج
Al-Sa'da,السعدة,29.176,30.807,Atsa,مركز أطسا,atsa-eg2304,29.208,30.767,Fayoum,الفيوم
Al-Sa'diya,السعدية,31.229,31.555,Shirbin,مركز شربين,shirbin-eg1210,31.261,31.576,Dakahlia,الدقهلية
Al-Sa'diya,السعدية,30.534,31.701,Abu Hammad,مركز أبو حماد,abu-hammad-eg1304,30.543,31.649,Sharkia,الشرقية
Al-Sa'diya,السعدية,28.469,30.753,Markz Bani Mazar,مركز بنى مزار,markz-bani-mazar-eg2406,28.518,30.731,Menia,المنيا
Al-Sa'diyyin,السعديين,30.463,31.364,Minya al-Qamh,مركز منيا القمح,minya-al-qamh-eg1314,30.507,31.369,Sharkia,الشرقية
Al-Sa'raniya,السعرانية,31.144,30.144,Kafr Al-Dawwar,قسم كفرالدوار,kafr-al-dawwar-eg1811,31.137,30.133,Behera,البحيرة
Al-Sa'udiya,السعودية,30.97,31.6,Tamy Al-Amdid,مركز تمى الأمديد,tamy-al-amdid-eg1216,30.947,31.594,Dakahlia,الدقهلية
Al-Sa'udiya,السعودية,29.551,31.224,Ayat,مركز العياط,ayat-eg2112,29.564,31.25,Giza,الجيزة
Al-Sa'idiya,السعيدية,30.407,31.483,Bilbis,مركز بلبيس,bilbis-eg1308,30.408,31.531,Sharkia,الشرقية
Al-Sa'idiya,السعيدية,29.448,30.783,Sinuras,مركز سنورس,sinuras-eg2305,29.441,30.815,Fayoum,الفيوم
Al-Sa'idiya Al-Bahariya,السعيدية البحرية,31.392,31.667,Kafr Sad,مركز كفر سعد,kafr-sad-eg1104,31.359,31.603,Damietta,دمياط
Al-Sa'idiya Al-Qibliya,السعيدية القبلية,31.381,31.671,Kafr Sad,مركز كفر سعد,kafr-sad-eg1104,31.359,31.603,Damietta,دمياط
Al-Safayna,السفاينة,30.389,31.196,Tukh,مركز طوخ,tukh-eg1408,30.344,31.19,Kalyoubia,القليوبية
Al-Saqala,السق الة,27.353,33.661,Hurghada 1,قسم أول الغردقة,hurghada-1-eg3101,27.129,33.244,Red Sea,البحر الأحمر
Al-Saqayyin,السقايين,30.04,31.248,Abdin,قسم عابدين,abdin-eg0109,30.046,31.245,Cairo,القاهرة
Al-Saqriya,السقرية,26.435,31.716,Al-Minshat,مركز المنشأة,al-minshat-eg2607,26.464,31.756,Suhag,سوهاج
Al-Sakadra,السكادرة,31.113,33.931,Shaykh Zuwayd,قسم الشيخ زويد,shaykh-zuwayd-eg3408,30.918,33.971,North Sinai,شمال سيناء
Al-Sakaska,السكاسكة,31.112,33.828,El Arish 1,قسم أول العريش,el-arish-1-eg3401,31.12,33.824,North Sinai,شمال سيناء
Al-Sakakra,السكاكرة,30.692,31.633,Hihya,مركز ههيا,hihya-eg1315,30.652,31.617,Sharkia,الشرقية
Al-Sakakini,السكاكيني,30.064,31.267,Al Zahir,قسم الظاهر,al-zahir-eg0117,30.063,31.268,Cairo,القاهرة
Al-Sikka Al-Jadida wal Tartoushi,السكة الجديدة والطرطوشي,31.19,29.886,A L Labban,قسم اللبان,a-l-labban-eg0209,31.191,29.892,Alexandria,الاسكندرية
Al-Sukkariya,السكرية,30.644,31.014,Shibin al-Kum,مركز شبين الكوم,shibin-al-kum-eg1702,30.561,30.954,Menoufia,المنوفية
Al-Siksaka,السكساكة,26.925,31.457,Tama,مركز طما,tama-eg2613,26.874,31.422,Suhag,سوهاج
Al-Salatna,السلاطنة,30.736,31.768,Faqus,مركز فاقوس,faqus-eg1312,30.749,31.896,Sharkia,الشرقية
Al-Salam,السلام,31.248,32.286,Al-Dawahy,قسم الضواحى,al-dawahy-eg0305,31.246,32.28,Port Said,بورسعيد
Al-Salam,السلام,31.22,31.7,Zarqa,مركز الزرقا,zarqa-eg1107,31.209,31.649,Damietta,دمياط
Al-Salam,السلام,30.81,31.257,Aga,مركز أجا,aga-eg1204,30.895,31.313,Dakahlia,الدقهلية
Al-Salam,السلام,31.074,31.747,Dikirnis,مركز دكرنس,dikirnis-eg1209,31.093,31.78,Dakahlia,الدقهلية
Al-Salam,السلام,31.297,31.582,Shirbin,مركز شربين,shirbin-eg1210,31.261,31.576,Dakahlia,الدقهلية
Al-Salam,السلام,30.364,31.527,Bilbis,مركز بلبيس,bilbis-eg1308,30.408,31.531,Sharkia,الشرقية
Al-Salam,السلام,30.461,30.812,Sadat City,مركز السادات,sadat-city-eg1711,30.358,30.661,Menoufia,المنوفية
Al-Salam,السلام,30.725,30.005,Abu-l-Matamir,مركز ابوالمطامير,abu-l-matamir-eg1803,30.773,30.144,Behera,البحيرة
Al-Salam,السلام,28.461,30.729,Markz Bani Mazar,مركز بنى مزار,markz-bani-mazar-eg2406,28.518,30.731,Menia,المنيا
Al-Salam,السلام,28.288,30.662,Markz Samalut,مركز سمالوط,markz-samalut-eg2408,28.285,30.629,Menia,المنيا
Al-Salam,السلام,30.788,29.118,Al-Hammam,قسم الحمام,al-hammam-eg3302,29.804,29.418,Matrouh,مطروح
Al-Salam,السلام,31.004,32.802,Rummana,قسم رمانة,rummana-eg3410,30.957,32.699,North Sinai,شمال سيناء
Al-Salam - Al-Ghabiya,السلام - الغبية,29.937,34.087,Nakhl,قسم نخل,nakhl-eg3407,29.909,34.024,North Sinai,شمال سيناء
Al-Salam - Kafr Tanboul Al-Jadid Sabiqan,السلام - كفر طنبول الجديد سابقا,30.853,31.411,Sinbillawin,مركز السنبلاوين,sinbillawin-eg1205,30.883,31.513,Dakahlia,الدقهلية
Al-Salam Al-Jadida? Tashmal Al-Buhayrat Al-Murra?,السلام الجديدة?تشمل البحيرات المرة?,30.631,32.412,"Qantara Sharq, al-",قسم القنطرة شرق,qantara-sharq-al-eg1908,30.603,32.55,Ismailia,الإسماعيلية
Al-Salam Al-Sharqiya,السلام الشرقية,30.172,31.422,Al Salam,قسم السلام,al-salam-eg0132,30.162,31.428,Cairo,القاهرة
Al-Salam Al-Gharbiya,السلام الغربية,30.175,31.41,Al Salam,قسم السلام,al-salam-eg0132,30.162,31.428,Cairo,القاهرة
Al-Salamoun,السلامون,30.649,31.665,Hihya,مركز ههيا,hihya-eg1315,30.652,31.617,Sharkia,الشرقية
Al-Salamouni,السلاموني,26.613,31.77,Akhmim,مركز أخميم,akhmim-eg2604,26.551,31.715,Suhag,سوهاج
Al-Salamiya,السلامية,30.89,31.254,Aga,مركز أجا,aga-eg1204,30.895,31.313,Dakahlia,الدقهلية
Al-Slayma,السلايمة,31.051,33.825,El Arish 3,قسم ثالث العريش,el-arish-3-eg3403,30.995,33.777,North Sinai,شمال سيناء
Al-Salkhana,السلخانة,30.775,30.985,Tanta 2,قسم ثان طنطا,tanta-2-eg1602,30.786,30.989,Gharbia,الغربية
Al-Sultan Barqouq,السلطانبرقوق,30.051,31.283,Minshat Nasir,منشأةناصر,minshat-nasir-eg0134,30.043,31.284,Cairo,القاهرة
Al-Sultan Hassan,السلطانحسن,27.952,30.693,Markz Abu Qurqas,مركز ابو قرقاص,markz-abu-qurqas-eg2404,27.939,30.77,Menia,المنيا
Al-Sultani,السلطاني,28.968,30.964,Biba,مركز ببا,biba-eg2207,28.951,30.967,Beni Suef,بنى سويف
Al-Silk,السلك,27.985,34.378,Sharm el-Sheikh,قسم شرم الشيخ,sharm-el-sheikh-eg3505,28.08,34.203,South Sinai,جنوب سيناء
Al-Salmani,السلماني,26.221,31.893,Al-Balyana,مركز البلينا,al-balyana-eg2605,26.241,31.944,Suhag,سوهاج
Al-Salmaniya,السلمانية,30.193,31.292,Shibin al-Qanatir,مركز شبين القناطر,shibin-al-qanatir-eg1405,30.296,31.307,Kalyoubia,القليوبية
Al-Salmiya Al-Hayit,السلمية الحايط,26.075,32.273,Nag Hammadi,مركز نجع حمادى,nag-hammadi-eg2708,26.085,32.297,Qena,قنا
Al-Sulaymat,السليمات,26.097,32.101,Abu Tisht,مركز أبو طشت,abu-tisht-eg2703,26.13,32.086,Qena,قنا
Al-Samahiya Al-Kubra,السماحية الكبري,31.25,31.399,Bilqas,مركز بلقاس,bilqas-eg1208,31.344,31.379,Dakahlia,الدقهلية
Al-Samara,السمارة,30.931,31.634,Tamy Al-Amdid,مركز تمى الأمديد,tamy-al-amdid-eg1216,30.947,31.594,Dakahlia,الدقهلية
Al-Samarna,السمارنة,26.629,31.528,Al-Maragha,مركز المراغة,al-maragha-eg2606,26.669,31.588,Suhag,سوهاج
Al-Sama'na,السماعنة,30.78,31.832,Faqus,مركز فاقوس,faqus-eg1312,30.749,31.896,Sharkia,الشرقية
Al-Samaniya,السمانية,26.055,32.407,Nag Hammadi,مركز نجع حمادى,nag-hammadi-eg2708,26.085,32.297,Qena,قنا
Al-Samta,السمطا,26.203,32.003,Al-Balyana,مركز البلينا,al-balyana-eg2605,26.241,31.944,Suhag,سوهاج
Al-Samta Bahari,السمطابحري,26.137,32.515,Dishna,مركز دشنا,dishna-eg2706,26.142,32.444,Qena,قنا
Al-Samta Qibli,السمطاقبلي,26.136,32.542,Dishna,مركز دشنا,dishna-eg2706,26.142,32.444,Qena,قنا
Al-Samlawiya,السملاوية,30.717,31.181,Zifta,مركز زفتى,zifta-eg1609,30.728,31.215,Gharbia,الغربية
Al-Sanagra,السناجرة,30.521,31.632,Abu Hammad,مركز أبو حماد,abu-hammad-eg1304,30.543,31.649,Sharkia,الشرقية
Al-Sanariya,السنارية,28.463,30.72,Markz Bani Mazar,مركز بنى مزار,markz-bani-mazar-eg2406,28.518,30.731,Menia,المنيا
Al-Sanaqra,السناقرة,30.946,29.586,Burg al-Arab,قسم برج العرب,burg-al-arab-eg0214,30.901,29.494,Alexandria,الاسكندرية
Al-Sananiya,السنانية,31.457,31.791,Dumyat,مركز دمياط,dumyat-eg1102,31.44,31.842,Damietta,دمياط
Al-Sunbat,السنباط,29.318,30.779,Fayyum,مركز الفيوم,fayyum-eg2302,29.3,30.955,Fayoum,الفيوم
Al-Sinbillawin,السنبلاوين,27.919,30.806,Markz Abu Qurqas,مركز ابو قرقاص,markz-abu-qurqas-eg2404,27.939,30.77,Menia,المنيا
Al-Sandabisi,السندبيسي,30.059,31.235,Bulaq,قسم بولاق,bulaq-eg0112,30.062,31.234,Cairo,القاهرة
Al-Sanqari,السنقارى,23.879,33.032,Aswan,مركز أسوان,aswan-eg2802,23.972,32.831,Aswan,أسوان
Al-Sanqari - Tahjir,السنقارى - تهجير,24.575,33.041,Nasr,مركز نصر,nasr-eg2805,24.373,32.932,Aswan,أسوان
Al-Sahrij,السهريج,27.351,30.934,Manfalut,مركز منفلوط,manfalut-eg2512,27.294,30.951,Assiut,أسيوط
Al-Sawahl,السواحل,31.41,31.772,Kafr Sad,مركز كفر سعد,kafr-sad-eg1104,31.359,31.603,Damietta,دمياط
Al-Sawalm,الس والم,31.282,31.644,Kafr Sad,مركز كفر سعد,kafr-sad-eg1104,31.359,31.603,Damietta,دمياط
Al-Sawalm,الس والم,27.683,30.811,Markz Dir Mawas,مركز دير مواس,markz-dir-mawas-eg2407,27.655,30.79,Menia,المنيا
Al-Sawalm,الس والم,26.786,31.505,Tahta,مركز طهطا,tahta-eg2614,26.785,31.42,Suhag,سوهاج
Al-Sawalm Al-Bahariya,الس والم البحرية,27.294,31.099,Abnub,مركز أبنوب,abnub-eg2504,27.295,31.106,Assiut,أسيوط
Al-Sawahga,السواهجة,27.776,30.762,Markz Mallawi,مركز ملوى,markz-mallawi-eg2412,27.775,30.801,Menia,المنيا
Al-Soubraki,السوبركي,30.819,31.62,Kafr Saqr,مركز كفر صقر,kafr-saqr-eg1313,30.837,31.675,Sharkia,الشرقية
Al-Suwaynat,السوينات,31.415,26.972,Marsa Matruh,قسم مرسى مطروح,marsa-matruh-eg3301,30.022,26.997,Matrouh,مطروح
Al-Siyala Sharq,السي الةشرق,31.21,29.882,Al Gumruk,قسم الجمرك,al-gumruk-eg0210,31.203,29.879,Alexandria,الاسكندرية
Al-Siyala Gharb,السي الةغرب,31.208,29.881,Al Gumruk,قسم الجمرك,al-gumruk-eg0210,31.203,29.879,Alexandria,الاسكندرية
Al-Sayyida,السيدة,30.031,31.24,Sayyida Zainab,قسم السيدة زينب,sayyida-zainab-eg0107,30.03,31.242,Cairo,القاهرة
Al-Sayyida Aisha,السيدة عائشة,30.026,31.257,Al Khalifa,قسم الخليفة,al-khalifa-eg0108,30.01,31.296,Cairo,القاهرة
Al-Sayfa,السيفا,30.309,31.125,Tukh,مركز طوخ,tukh-eg1408,30.344,31.19,Kalyoubia,القليوبية
Al-Siliyin,السيليين,29.404,30.792,Sinuras,مركز سنورس,sinuras-eg2305,29.441,30.815,Fayoum,الفيوم
Al-Siyouf Bahari,السيوف بحرى,31.254,29.98,Muntazah,قسم المنتزة,muntazah-eg0201,31.264,30.03,Alexandria,الاسكندرية
Al-Siyouf Qibli_Tashmal Ezbet Dirbala,السيوف قبلى_تشمل عزبة درباله,31.24,30.002,Muntazah,قسم المنتزة,muntazah-eg0201,31.264,30.03,Alexandria,الاسكندرية
Al-Shamiya,الشامية,27.066,31.357,Sahil Silim,مركز ساحل سليم,sahil-silim-eg2507,27.093,31.349,Assiut,أسيوط
Al-Shawriya,الشاورية,26.052,32.325,Nag Hammadi,مركز نجع حمادى,nag-hammadi-eg2708,26.085,32.297,Qena,قنا
Al-Shabanat,الشبانات,30.579,31.583,Zaqaziq,مركز الزقازيق,zaqaziq-eg1303,30.587,31.581,Sharkia,الشرقية
Al-Shabrawin,الشبراوين,30.657,31.565,Hihya,مركز ههيا,hihya-eg1315,30.652,31.617,Sharkia,الشرقية
Al-Shaboul,الشبول,31.16,31.985,Manzala,مركز المنزلة,manzala-eg1207,31.153,31.958,Dakahlia,الدقهلية
Al-Shubaykat,الشبيكات,31.204,25.62,Sidi Barani,قسم سيدى برانى,sidi-barani-eg3305,30.656,25.886,Matrouh,مطروح
Al-Shaga'a,الشجاعة,30.535,30.115,Nubariyya West,قسم غرب النوبارية,nubariyya-west-eg1817,30.425,29.897,Behera,البحيرة
Al-Sharabga,الشرابجة,31.074,33.85,El Arish 3,قسم ثالث العريش,el-arish-3-eg3403,30.995,33.777,North Sinai,شمال سيناء
Al-Sharabiya,الشرابية,30.069,31.258,Al Sharabiyya,قسم الشرابية,al-sharabiyya-eg0118,30.082,31.264,Cairo,القاهرة
Al-Sharawna,الشراونة,24.911,32.834,Adfu,مركز أدفو,adfu-eg2803,25.061,32.957,Aswan,أسوان
Al-Sharayna,الشراينة,28.28,30.707,Markz Samalut,مركز سمالوط,markz-samalut-eg2408,28.285,30.629,Menia,المنيا
Al-Shurafa wal Atiyat,الشرفا والعطيات,29.741,31.293,Saf,مركز الصف,saf-eg2111,29.62,31.305,Giza,الجيزة
Al-Sharqaya,الشرقاية,30.801,31.681,Kafr Saqr,مركز كفر صقر,kafr-saqr-eg1313,30.837,31.675,Sharkia,الشرقية
Al-Sharqi Bahgoura,الشرقيبهجورة,26.102,32.212,Nag Hammadi,مركز نجع حمادى,nag-hammadi-eg2708,26.085,32.297,Qena,قنا
Al-Sharqi Samhoud,الشرقيسمهود,26.185,32.103,Abu Tisht,مركز أبو طشت,abu-tisht-eg2703,26.13,32.086,Qena,قنا
Al-Sharikat,الشركات,30.077,31.318,Nasr City,قسم أول مدينة نصر,nasr-city-eg0126,30.032,31.369,Cairo,القاهرة
Al-Sharika,الشركة,31.3,31.432,Bilqas,مركز بلقاس,bilqas-eg1208,31.344,31.379,Dakahlia,الدقهلية
Al-Sharika 17,الشركة 17,25.657,31.011,Al-Kharga Oasis,مركز الواحات الخارجة,al-kharga-oasis-eg3201,24.964,31.013,New Valley,الوادى الجديد
Al-Sharika 53,الشركة 53,25.781,30.859,Al-Kharga Oasis,مركز الواحات الخارجة,al-kharga-oasis-eg3201,24.964,31.013,New Valley,الوادى الجديد
Al-Sharika 55,الشركة 55,25.519,30.603,Al-Kharga Oasis,مركز الواحات الخارجة,al-kharga-oasis-eg3201,24.964,31.013,New Valley,الوادى الجديد
Al-Sharika 8,الشركة 8,25.369,31.159,Al-Kharga Oasis,مركز الواحات الخارجة,al-kharga-oasis-eg3201,24.964,31.013,New Valley,الوادى الجديد
Al-Sharnabiya,الشرنبيه,31.023,28.361,Daba,مركز الضبعة,daba-eg3304,29.463,28.243,Matrouh,مطروح
Al-Sharif,الشريف,26.551,31.693,Suhag,قسم اول سوهاج,suhag-eg2601,26.547,31.693,Suhag,سوهاج
Al-Sharifiya,الشريفية,31.173,31.963,Manzala,مركز المنزلة,manzala-eg1207,31.153,31.958,Dakahlia,الدقهلية
Al-Shutout,الشطوط,31.459,31.237,Biyalu,مركز بيلا,biyalu-eg1504,31.32,31.248,Kafr El-Shikh,كفر الشيخ
Al-Sha'ala,الشع الة,30.844,31.426,Sinbillawin,مركز السنبلاوين,sinbillawin-eg1205,30.883,31.513,Dakahlia,الدقهلية
Al-Sha'aniya,الشعانية,26.095,32.33,Nag Hammadi,مركز نجع حمادى,nag-hammadi-eg2708,26.085,32.297,Qena,قنا
