neighborhood_en,neighborhood_ar,lat,lon,district_id,district_en,district_ar,governorate_en,governorate_ar
El-Gharbi Bahgoura,الغربيبهجورة,26.031,32.208,nag-hammadi-eg2708,Nag Hammadi,مركز نجع حمادى,Qena,قنا
El-Gharbi Qamoula,الغربيقمولا,25.806,32.712,luxor-eg2902,Luxor,مركز الأقصر,Luxor,مدينة الأقصر
El-Gharbiya,الغربية,28.175,28.525,bahariya-oasis-eg2114,Bahariya Oasis,قسم الواحاتالبحرية,Giza,الجيزة
El-Garaq,الغرق,29.164,30.684,atsa-eg2304,Atsa,مركز أطسا,Fayoum,الفيوم
Al-Gharaq Qibli,الغرققبلي,29.124,30.697,atsa-eg2304,Atsa,مركز أطسا,Fayoum,الفيوم
Al-Gharaqan,الغرقان,28.296,34.377,sharm-el-sheikh-eg3505,Sharm el-Sheikh,قسم شرم الشيخ,South Sinai,جنوب سيناء
Al-Gharqada,الغرقدة,30.342,33.639,al-hasna-eg3406,Al-Hasna,قسم الحسنة,North Sinai,شمال سيناء
Al-Gharib,الغريب,30.668,31.263,zifta-eg1609,Zifta,مركز زفتى,Gharbia,الغربية
Al-Gharib,الغريب,27.139,31.318,sahil-silim-eg2507,Sahil Silim,مركز ساحل سليم,Assiut,أسيوط
Al-Gharira,الغريرة,25.522,32.47,isna-eg2705,Isna,مركز إسنا,Qena,قنا
Al-Ghariri,الغريري,30.215,31.312,shibin-al-qanatir-eg1405,Shibin al-Qanatir,مركز شبين القناطر,Kalyoubia,القليوبية
Al-Ghurayzat,الغريزات,26.616,31.515,al-maragha-eg2606,Al-Maragha,مركز المراغة,Suhag,سوهاج
Al-Ghazali,الغز الي,30.818,31.844,faqus-eg1312,Faqus,مركز فاقوس,Sharkia,الشرقية
Al-Ghazawiya,الغزاوية,30.371,31.192,tukh-eg1408,Tukh,مركز طوخ,Kalyoubia,القليوبية
Al-Ghafariya,الغفارية,30.361,31.405,mashtul-al-suq-eg1316,Mashtul Al-Suq,مركز مشتول السوق,Sharkia,الشرقية
Al-Ghamrawi,الغمراوى,29.085,31.081,bani-swayf-eg2201,Bani Swayf,قسم بنى سويف,Beni Suef,بنى سويف
Al-Ghannamiya,الغنامية,30.213,31.004,ashmun-eg1703,Ashmun,مركز أشمون,Menoufia,المنوفية
Al-Ghunaymi,الغنيمي,31.132,30.775,qillin-eg1509,Qillin,مركز قلين,Kafr El-Shikh,كفر الشيخ
Al-Ghunaymiya,الغنيمية,31.307,31.734,fariskur-eg1103,Fariskur,مركز فارسكور,Damietta,دمياط
Al-Ghunaymiya,الغنيمية,26.169,31.974,al-balyana-eg2605,Al-Balyana,مركز البلينا,Suhag,سوهاج
Al-Ghawabin,الغوابين,31.337,31.763,fariskur-eg1103,Fariskur,مركز فارسكور,Damietta,دمياط
Al-Ghouri,الغوري,30.628,31.054,birkat-al-sab-eg1706,Birkat Al-Sab,مركز بركة السبع,Menoufia,المنوفية
Al-Ghouriya,الغورية,30.045,31.262,al-darb-al-ahmar-eg0114,Al Darb al-Ahmar,قسم الدرب الأحمر,Cairo,القاهرة
Al-Ghawsa,الغوصة,26.187,32.575,qina-eg2702,Qina,مركز قنا,Qena,قنا
Al-Gheita,الغيتة,30.914,30.078,abu-l-matamir-eg1803,Abu-l-Matamir,مركز ابوالمطامير,Behera,البحيرة
Al-Fakhri,الفاخرى,31.528,26.074,sidi-barani-eg3305,Sidi Barani,قسم سيدى برانى,Matrouh,مطروح
Al-Falouja,الف الوجا,30.61,30.511,badr-eg1818,Badr,مركز بدر,Behera,البحيرة
Al-Fath,الفتح,30.87,31.538,sinbillawin-eg1205,Sinbillawin,مركز السنبلاوين,Dakahlia,الدقهلية
Al-Fath Al-Gadida,الفتح الجديده,30.962,31.554,tamy-al-amdid-eg1216,Tamy Al-Amdid,مركز تمى الأمديد,Dakahlia,الدقهلية
Al-Futouh,الفتوح,31.256,30.602,fuwwa-eg1508,Fuwwa,مركز فوه,Kafr El-Shikh,كفر الشيخ
Al-Faggala,الفج الة,30.064,31.25,al-azbakiyya-eg0113,Al Azbakiyya,قسم الأزبكية,Cairo,القاهرة
Al-Faddadna,الفدادنة,30.729,31.763,faqus-eg1312,Faqus,مركز فاقوس,Sharkia,الشرقية
Al-Farasiya,الفراسية,26.726,31.615,saqulta-eg2612,Saqulta,مركز ساقلته,Suhag,سوهاج
Al-Fardan,الفردان,30.723,32.303,qantara-gharb-al-eg1906,"Qantara Gharb, al-",مركز القنطرة,Ismailia,الإسماعيلية
Al-Fardan Al-Gadida,الفردان الجديدة,30.566,32.133,ismailiyya-eg1904,Ismailiyya,مركز الاسماعيلية,Ismailia,الإسماعيلية
Al-Firdaws wa Al-Kawthar,الفردوس و الكوثر,30.075,31.623,new-cairo-2-eg0138,New Cairo-2,قسم ثان القاهرة الجديدة,Cairo,القاهرة
Al-Farastaq,الفرستق,30.919,30.79,basyun-eg1608,Basyun,مركز بسيون,Gharbia,الغربية
Al-Fara'ouniya,الفرعونية,30.339,31.053,ashmun-eg1703,Ashmun,مركز أشمون,Menoufia,المنوفية
Al-Furusat,الفروسات,31.116,31.901,manzala-eg1207,Manzala,مركز المنزلة,Dakahlia,الدقهلية
Al-Fuqa'i,الفقاعي,28.885,30.92,biba-eg2207,Biba,مركز ببا,Beni Suef,بنى سويف
Al-Fuqa'i,الفقاعي,27.992,30.721,markz-abu-qurqas-eg2404,Markz Abu Qurqas,مركز ابو قرقاص,Menia,المنيا
Al-Fuqaha' Al-Bahariya,الفقهاء البحرية,31.363,30.662,sidi-salim-eg1507,Sidi Salim,مركز سيدى سالم,Kafr El-Shikh,كفر الشيخ
Al-Fuqaha' Al-Qibliya,الفقهاء القبلية,31.315,30.692,sidi-salim-eg1507,Sidi Salim,مركز سيدى سالم,Kafr El-Shikh,كفر الشيخ
Al-Fant,الفنت,28.759,30.883,al-fashn-eg2204,Al Fashn,مركز الفشن,Beni Suef,بنى سويف
Al-Fant Al-Gharbiya,الفنت الغربية,28.789,30.866,al-fashn-eg2204,Al Fashn,مركز الفشن,Beni Suef,بنى سويف
Al-Fahmiya,الفهمية,29.454,31.069,tamya-eg2306,Tamya,مركز طامية,Fayoum,الفيوم
Al-Fahmiyin,الفهميين,29.6,31.304,saf-eg2111,Saf,مركز الصف,Giza,الجيزة
Al-Fawaqsa,الفواقسة,30.629,31.627,hihya-eg1315,Hihya,مركز ههيا,Sharkia,الشرقية
Al-Fawwala,الف والة,30.05,31.246,abdin-eg0109,Abdin,قسم عابدين,Cairo,القاهرة
Al-Fima,الفيما,27.212,31.245,alfath-eg2513,Alfath,مركز الفتح,Assiut,أسيوط
Al-Qabuti,القابوطي,31.244,32.282,al-dawahy-eg0305,Al-Dawahy,قسم الضواحى,Port Said,بورسعيد
Al-Qadiriya,القادرية,30.022,31.258,al-khalifa-eg0108,Al Khalifa,قسم الخليفة,Cairo,القاهرة
Al-Qara,القارة,26.088,32.078,abu-tisht-eg2703,Abu Tisht,مركز أبو طشت,Qena,قنا
Al-Qara - Al-Gara,القارة - الجارة,30.884,25.233,salloum-eg3303,Salloum,قسم السلوم,Matrouh,مطروح
Al-Qasimiya,القاسمية,29.208,30.721,atsa-eg2304,Atsa,مركز أطسا,Fayoum,الفيوم
Al-Qahir,القاهر,30.74,30.127,abu-l-matamir-eg1803,Abu-l-Matamir,مركز ابوالمطامير,Behera,البحيرة
Al-Qayat,القايات,28.656,30.701,markz-al-idwa-eg2405,Markz Al Idwa,مركز العدوة,Menia,المنيا
Al-Qabab Al-Sughra,القباب الصغري,31.098,31.571,dikirnis-eg1209,Dikirnis,مركز دكرنس,Dakahlia,الدقهلية
Al-Qabab Al-Kubra,القباب الكبري,31.1,31.535,dikirnis-eg1209,Dikirnis,مركز دكرنس,Dakahlia,الدقهلية
Al-Qababat,القبابات,29.472,31.258,atfeh-eg2115,Atfeh,مركز أطفيح,Giza,الجيزة
Al-Qabari Sharq,القباري شرق,31.176,29.882,mina-al-basal-eg0211,Mina Al-Basal,قسم مينا البصل,Alexandria,الاسكندرية
Al-Qabari Gharb,القباري غرب,31.173,29.891,mina-al-basal-eg0211,Mina Al-Basal,قسم مينا البصل,Alexandria,الاسكندرية
Al-Qabala,القب الة,28.446,29.153,bahariya-oasis-eg2114,Bahariya Oasis,قسم الواحاتالبحرية,Giza,الجيزة
Al-Qubba,القبة,30.089,31.289,hadaiq-al-qubba-eg0123,Hadaiq Al-Qubba,قسم حدائقالقبة,Cairo,القاهرة
Al-Qubba,القبة,30.579,31.338,minya-al-qamh-eg1314,Minya al-Qamh,مركز منيا القمح,Sharkia,الشرقية
Al-Qibli Samhoud,القبليسمهود,26.138,32.066,abu-tisht-eg2703,Abu Tisht,مركز أبو طشت,Qena,قنا
Al-Qibli Qamoula,القبليقمولا,25.784,32.697,luxor-eg2902,Luxor,مركز الأقصر,Luxor,مدينة الأقصر
Al-Qubayba,القبيبة,26.059,32.19,farshut-eg2710,Farshut,مركز فرشوط,Qena,قنا
Al-Qubaysi,القبيسي,30.066,31.26,al-zahir-eg0117,Al Zahir,قسم الظاهر,Cairo,القاهرة
Al-Qubaysat,القبيصات,26.753,31.472,tahta-eg2614,Tahta,مركز طهطا,Suhag,سوهاج
Al-Qabila,القبيلة,30.057,31.249,al-azbakiyya-eg0113,Al Azbakiyya,قسم الأزبكية,Cairo,القاهرة
Al-Qaratiya,القراطية,31.01,31.114,el-mahalla-el-kobra-eg1607,El Mahalla El Kobra,مركز المحله الكبرى,Gharbia,الغربية
Al-Qaraqra,القراقرة,30.541,31.42,minya-al-qamh-eg1314,Minya al-Qamh,مركز منيا القمح,Sharkia,الشرقية
Al-Qaramita Sharq,القرامطةشرق,26.65,31.68,saqulta-eg2612,Saqulta,مركز ساقلته,Suhag,سوهاج
Al-Qaramita Gharb,القرامطةغرب,26.626,31.665,suhag-eg2603,Suhag,مركز سوهاج,Suhag,سوهاج
Al-Qaramous,القراموص,30.675,31.692,abu-kabir-eg1305,Abu Kabir,مركز أبوكبير,Sharkia,الشرقية
Al-Qaraya,القرايا,25.284,32.541,isna-eg2705,Isna,مركز إسنا,Qena,قنا
Al-Qarayin,القرايين,30.807,31.621,kafr-saqr-eg1313,Kafr Saqr,مركز كفر صقر,Sharkia,الشرقية
Al-Qarbiya,القربية,30.042,31.257,al-darb-al-ahmar-eg0114,Al Darb al-Ahmar,قسم الدرب الأحمر,Cairo,القاهرة
Al-Qardahi,القرداحي,31.239,30.04,muntazah-eg0201,Muntazah,قسم المنتزة,Alexandria,الاسكندرية
Al-Qarshiya,القرشية,30.85,31.118,santa-eg1604,Santa,مركز السنطة,Gharbia,الغربية
Al-Qarda,القرضا,31.061,30.956,kafr-al-shaykh-eg1502,Kafr Al-Shaykh,مركز كفر الشيخ,Kafr El-Shikh,كفر الشيخ
Al-Qur'an,القرعان,26.297,31.856,girga-eg2610,Girga,مركز جرجا,Suhag,سوهاج
Al-Qurna,القرنة,25.742,32.64,luxor-eg2901,Luxor,قسم الأقصر,Luxor,مدينة الأقصر
Al-Qarnayn,القرنين,30.909,30.278,hush-isa-eg1808,Hush Isa,مركز حوش عيسى,Behera,البحيرة
Al-Qarawi,القروي,31.082,30.355,abu-hummus-eg1804,Abu Hummus,مركز ابوحمص,Behera,البحيرة
Al-Qura Al-Siyahiya,القرى السياحية,27.264,33.798,hurghada-1-eg3101,Hurghada 1,قسم أول الغردقة,Red Sea,البحر الأحمر
Al-Qura Al-Siyahiya - Ni'ma,القرى السياحية - نعمه,28.032,34.27,sharm-el-sheikh-eg3505,Sharm el-Sheikh,قسم شرم الشيخ,South Sinai,جنوب سيناء
Al-Qarya Al-Siyahiya - August,القرية السياحية - أوجست,28.7,34.6,dahab-eg3506,Dahab,قسم دهب,South Sinai,جنوب سيناء
Al-Qarya bi Al-Duwayr,القريةب الدوير,26.842,31.36,tama-eg2613,Tama,مركز طما,Suhag,سوهاج
Al-Quray'a,القريعة,30.647,33.885,shaykh-zuwayd-eg3408,Shaykh Zuwayd,قسم الشيخ زويد,North Sinai,شمال سيناء
Al-Quraynin,القرينين,30.42,31.084,al-bagur-eg1704,Al-Bagur,مركز الباجور,Menoufia,المنوفية
Al-Qazaqza,القزاقزة,31.137,32.026,manzala-eg1207,Manzala,مركز المنزلة,Dakahlia,الدقهلية
Al-Qasima,القسيمة,30.34,34.503,qasima-eg3411,Qasima,قسم القسيمة,North Sinai,شمال سيناء
Al-Qashish,القشيش,30.235,31.293,shibin-al-qanatir-eg1405,Shibin al-Qanatir,مركز شبين القناطر,Kalyoubia,القليوبية
Al-Qassasin Al-Gadida,القصاصين الجديدة,30.549,31.979,tal-al-kabir-al-eg1905,"Tal al-Kabir, al-",مركز التل الكبير,Ismailia,الإسماعيلية
Al-Qassasin Al-Qadima,القصاصين القديمة,30.53,31.897,tal-al-kabir-al-eg1905,"Tal al-Kabir, al-",مركز التل الكبير,Ismailia,الإسماعيلية
Al-Qasaba,القصبة,28.951,30.857,sumusta-eg2208,Sumusta,مركز سمسطا,Beni Suef,بنى سويف
Al-Qasr,القصر,31.188,30.473,al-mahmudiyya-eg1806,Al-Mahmudiyya,مركز المحمودية,Behera,البحيرة
Al-Qasr,القصر,28.432,28.745,bahariya-oasis-eg2114,Bahariya Oasis,قسم الواحاتالبحرية,Giza,الجيزة
Al-Qasr,القصر,27.224,31.22,alfath-eg2513,Alfath,مركز الفتح,Assiut,أسيوط
Al-Qasr,القصر,26.091,32.31,nag-hammadi-eg2708,Nag Hammadi,مركز نجع حمادى,Qena,قنا
Al-Qasr,القصر,25.896,28.903,a-dakhla-oasis-eg3202,A-Dakhla Oasis,مركز الوحات الداخلة,New Valley,الوادى الجديد
Al-Qasr,القصر,31.359,27.068,marsa-matruh-eg3301,Marsa Matruh,قسم مرسى مطروح,Matrouh,مطروح
Al-Qasriya,القصرية,31.012,31.204,el-mahalla-el-kobra-eg1607,El Mahalla El Kobra,مركز المحله الكبرى,Gharbia,الغربية
Al-Qas'a - Bahari Sikkah Hadid Abu Qir,القصعى - بحرى سكه حديد ابو قير,31.242,29.975,al-raml-eg0202,Al Raml,قسم أول الرمل,Alexandria,الاسكندرية
Al-Qas'i Qibli,القصعيقبلي,31.243,29.981,al-raml-eg0202,Al Raml,قسم أول الرمل,Alexandria,الاسكندرية
Al-Qada,القضا,25.866,29.34,a-dakhla-oasis-eg3202,A-Dakhla Oasis,مركز الوحات الداخلة,New Valley,الوادى الجديد
Al-Qadaba,القضابة,30.952,30.778,basyun-eg1608,Basyun,مركز بسيون,Gharbia,الغربية
Al-Qadabi,القضابي,31.272,30.674,sidi-salim-eg1507,Sidi Salim,مركز سيدى سالم,Kafr El-Shikh,كفر الشيخ
Al-Qadabi,القضابي,28.796,30.889,al-fashn-eg2204,Al Fashn,مركز الفشن,Beni Suef,بنى سويف
Al-Qudat,القضاة,30.83,31.729,kafr-saqr-eg1313,Kafr Saqr,مركز كفر صقر,Sharkia,الشرقية
Al-Qata,القطا,30.218,30.965,imbaba-eg2113,Imbaba,مركز إمبابة,Giza,الجيزة
Al-Qattara,القطارة,30.532,28.506,al-hammam-eg3302,Al-Hammam,قسم الحمام,Matrouh,مطروح
Al-Qattara,القطارة,31.508,25.112,salloum-eg3303,Salloum,قسم السلوم,Matrouh,مطروح
Al-Qattamiya,القطاميه,29.978,31.405,new-cairo-3-eg0139,New Cairo-3,قسم ثالث القاهرة الجديدة,Cairo,القاهرة
Al-Qatawiya,القطاوية,30.546,31.659,abu-hammad-eg1304,Abu Hammad,مركز أبو حماد,Sharkia,الشرقية
Al-Qatayi',القطايع,30.743,31.485,dyarb-nigm-eg1310,Dyarb Nigm,مركز ديرب نجم,Sharkia,الشرقية
Al-Qatrani,القطراني,31.515,26.123,sidi-barani-eg3305,Sidi Barani,قسم سيدى برانى,Matrouh,مطروح
Al-Qatsha,القطشة,31.132,32.044,manzala-eg1207,Manzala,مركز المنزلة,Dakahlia,الدقهلية
Al-Qutna,القطنة,26.861,31.345,tama-eg2613,Tama,مركز طما,Suhag,سوهاج
Al-Qattouri,القطوري,29.47,31.205,ayat-eg2112,Ayat,مركز العياط,Giza,الجيزة
Al-Qatousha,القطوشة,28.351,30.666,markz-samalut-eg2408,Markz Samalut,مركز سمالوط,Menia,المنيا
Al-Qalawat,القلاوات,30.764,30.638,kum-hamada-eg1813,Kum Hamada,مركز كوم حمادة,Behera,البحيرة
Al-Qalaya,القلاية,30.056,31.237,bulaq-eg0112,Bulaq,قسم بولاق,Cairo,القاهرة
Al-Qalg,القلج,30.175,31.361,al-khanka-eg1403,Al Khanka,مركز الخانكة,Kalyoubia,القليوبية
Al-Qulzum,القلزم,30.375,31.303,shibin-al-qanatir-eg1405,Shibin al-Qanatir,مركز شبين القناطر,Kalyoubia,القليوبية
Al-Qalshi,القلشي,30.654,30.977,tala-eg1707,Tala,مركز تلا,Menoufia,المنوفية
Al-Qal'a,القلعة,26.02,32.825,qift-eg2711,Qift,مركز قفط,Qena,قنا
Al-Qal'iya,القلعية,26.102,32.167,abu-tisht-eg2703,Abu Tisht,مركز أبو طشت,Qena,قنا
Al-Qallali,القللي,30.062,31.242,al-azbakiyya-eg0113,Al Azbakiyya,قسم الأزبكية,Cairo,القاهرة
Al-Qalamoun,القلمون,25.832,28.92,a-dakhla-oasis-eg3202,A-Dakhla Oasis,مركز الوحات الداخلة,New Valley,الوادى الجديد
Al-Qalamina,القلمينة,26.103,32.439,al-waqf-eg2712,Al Waqf,مركز الوقف,Qena,قنا
Al-Qulay'a,القليعة,28.87,30.804,al-fashn-eg2204,Al Fashn,مركز الفشن,Beni Suef,بنى سويف
Al-Qalyoubiya,القليوبية,31.114,31.57,dikirnis-eg1209,Dikirnis,مركز دكرنس,Dakahlia,الدقهلية
Al-Qamadira,القمادير,28.222,30.645,markz-samalut-eg2408,Markz Samalut,مركز سمالوط,Menia,المنيا
Al-Qamana,القمانة,26.009,32.249,nag-hammadi-eg2708,Nag Hammadi,مركز نجع حمادى,Qena,قنا
Al-Qanatirin,القناطرين,30.326,31.035,ashmun-eg1703,Ashmun,مركز أشمون,Menoufia,المنوفية
Al-Qanan,القنان,30.887,31.557,sinbillawin-eg1205,Sinbillawin,مركز السنبلاوين,Dakahlia,الدقهلية
Al-Qanan,القنان,31.275,31.307,bilqas-eg1208,Bilqas,مركز بلقاس,Dakahlia,الدقهلية
Al-Qanan,القنان,25.133,32.74,adfu-eg2803,Adfu,مركز أدفو,Aswan,أسوان
Al-Qanawiya,القناوية,26.185,32.613,qina-eg2702,Qina,مركز قنا,Qena,قنا
Al-Qanawiya Al-Bahariya,القناوية البحرية,26.039,32.293,nag-hammadi-eg2708,Nag Hammadi,مركز نجع حمادى,Qena,قنا
Al-Qani,القني,31.315,30.561,mitubas-eg1510,Mitubas,مركز مطوبس,Kafr El-Shikh,كفر الشيخ
Al-Qahwaqiya,القهوقية,31.053,30.581,al-rahmaniyya-eg1815,Al-Rahmaniyya,مركز الرحمانية,Behera,البحيرة
Al-Qawasim,القواسم,31.132,27.796,marsa-matruh-eg3301,Marsa Matruh,قسم مرسى مطروح,Matrouh,مطروح
Al-Qouta,القوطا,27.244,31.228,alfath-eg2513,Alfath,مركز الفتح,Assiut,أسيوط
Al-Qoumisiyoun Sharq,القومسيونشرق,31.285,30.596,mitubas-eg1510,Mitubas,مركز مطوبس,Kafr El-Shikh,كفر الشيخ
Al-Qoumisiyoun Gharb,القومسيونغرب,31.279,30.581,mitubas-eg1510,Mitubas,مركز مطوبس,Kafr El-Shikh,كفر الشيخ
Al-Qirattiyin,القيراطيين,30.164,31.141,auseem-eg2116,Auseem,مركز أوسيم,Giza,الجيزة
Al-Qays,القيس,28.467,30.772,markz-bani-mazar-eg2406,Markz Bani Mazar,مركز بنى مزار,Menia,المنيا
Al-Qaytoun,القيطون,30.606,31.319,mit-ghamr-eg1213,Mit Ghamr,مركز ميت غمر,Dakahlia,الدقهلية
Al-Kagoug,الكاجوج,24.662,32.942,kum-umbu-eg2804,Kum Umbu,مركز كوم امبو,Aswan,أسوان
Al-Kara wa Al-Toubagiya wa Kafr Al-Ghatis,الكارة والطوبجيةوكفر الغاطس,31.182,29.897,karmuz-eg0208,Karmuz,قسم كرموز,Alexandria,الاسكندرية
Al-Kashif,الكاشف,31.06,33.852,el-arish-3-eg3403,El Arish 3,قسم ثالث العريش,North Sinai,شمال سيناء
Al-Kashif Al-Gadida,الكاشف الجديدة,31.228,31.754,zarqa-eg1107,Zarqa,مركز الزرقا,Damietta,دمياط
Al-Kabsh,الكبش,30.029,31.246,sayyida-zainab-eg0107,Sayyida Zainab,قسم السيدة زينب,Cairo,القاهرة
Al-Kabsh,الكبش,26.549,31.701,suhag-2-eg2602,Suhag-2,قسم ثان سوهاج,Suhag,سوهاج
Al-Kattamiya,الكتامية,30.364,31.049,al-bagur-eg1704,Al-Bagur,مركز الباجور,Menoufia,المنوفية
Al-Katiba,الكتيبة,30.431,31.609,bilbis-eg1308,Bilbis,مركز بلبيس,Sharkia,الشرقية
Al-Kadaya,الكداية,29.448,31.261,atfeh-eg2115,Atfeh,مركز أطفيح,Giza,الجيزة
Al-Karatiya,الكراتية,25.96,32.782,qus-eg2707,Qus,مركز قوص,Qena,قنا
Al-Karama,الكرامة,30.86,31.375,aga-eg1204,Aga,مركز أجا,Dakahlia,الدقهلية
